Model Name,Dataset,Sparsing Name,Power,Accuracy Mean,Accuracy Std,Removed %
GAT,PubMed,AdjustedRand,3,93.33%,3.44%,3.00%
GAT,PubMed,AdjustedRand,4,93.29%,3.41%,4.00%
GAT,PubMed,AdjustedRand,5,93.61%,3.58%,5.00%
GAT,PubMed,AdjustedRand,6,93.35%,3.62%,6.00%
GAT,PubMed,AdjustedRand,7,93.29%,3.89%,7.00%
GAT,PubMed,AdjustedRand,8,93.32%,3.62%,8.00%
GAT,PubMed,AdjustedRand,9,93.30%,3.42%,9.00%
GAT,PubMed,AdjustedRand,10,93.54%,3.51%,10.00%
GAT,PubMed,LDS,1,93.73%,3.71%,1.00%
GAT,PubMed,LDS,2,93.30%,3.43%,2.00%
GAT,PubMed,LDS,3,93.31%,3.64%,3.00%
GAT,PubMed,LDS,4,93.43%,3.47%,4.00%
GAT,PubMed,LDS,5,93.62%,3.57%,5.00%
GAT,PubMed,LDS,6,93.62%,3.87%,6.00%
GAT,PubMed,LDS,7,93.64%,3.75%,7.00%
GAT,PubMed,LDS,8,93.74%,3.43%,8.00%
GAT,PubMed,LDS,9,93.42%,3.39%,9.00%
GAT,PubMed,LDS,10,93.67%,3.85%,10.00%
GAT,PubMed,LSS,1,93.60%,3.60%,1.00%
GAT,PubMed,LSS,2,93.34%,3.86%,2.00%
GAT,PubMed,LSS,3,93.24%,3.59%,3.00%
GAT,PubMed,LSS,4,93.63%,3.30%,4.00%
GAT,PubMed,LSS,5,93.36%,3.49%,5.00%
GAT,PubMed,LSS,6,93.49%,3.82%,6.00%
GAT,PubMed,LSS,7,93.92%,3.61%,7.00%
GAT,PubMed,LSS,8,93.25%,3.66%,8.00%
GAT,PubMed,LSS,9,93.45%,3.72%,9.00%
GAT,PubMed,LSS,10,93.23%,3.40%,10.00%
GAT,PubMed,SCAN,1,93.43%,3.68%,1.00%
GAT,PubMed,SCAN,2,93.53%,3.50%,2.00%
GAT,PubMed,SCAN,3,93.33%,3.83%,3.00%
GAT,PubMed,SCAN,4,93.15%,3.48%,4.00%
GAT,PubMed,SCAN,5,92.95%,3.47%,5.00%
GAT,PubMed,SCAN,6,93.56%,3.42%,6.00%
GAT,PubMed,SCAN,7,93.56%,3.60%,7.00%
GAT,PubMed,SCAN,8,93.62%,3.60%,8.00%
GAT,PubMed,SCAN,9,93.61%,3.34%,9.00%
GAT,PubMed,SCAN,10,93.07%,3.17%,10.00%
